TRADEDATE,GAZP,YNDX,UNAC,NMTP,FESH,PIKK,AFLT,DSKY,MVID,MGNT,POLY,ALRS,NLMK,PHOR,MTSS,SBER,IRAO,NVTK,ROSN,FIVE,GMKN,LKOH,PLZL,SNGS,TATN
2022-10-13,160.84,2032.0,0.455,4.68,36.38,615.9,23.54,69.26,159.6,4772.5,252.7,66.42,82.42,5742.0,203.5,106.5,2.79,981.0,298.8,1479.0,12616.0,4185.5,5230.0,18.79,353.0
2022-10-14,159.6,1991.0,0.4535,4.52,35.61,612.5,23.48,69.82,156.7,4810.0,252.2,66.73,82.46,5755.0,208.3,107.78,2.8365,974.0,299.55,1514.5,12640.0,4139.0,5119.0,18.73,351.8
2022-10-17,163.24,2022.2,0.4695,4.57,36.21,627.0,24.22,73.38,164.0,5060.5,270.4,69.11,87.72,6060.0,218.65,112.44,2.886,1008.4,313.45,1511.5,13246.0,4212.5,5352.0,19.55,365.6
2022-10-18,160.2,1968.0,0.469,4.575,36.02,616.6,23.78,71.74,163.7,4918.5,263.4,67.65,84.94,6119.0,213.55,110.88,2.806,988.4,305.45,1455.0,13222.0,4240.0,5570.0,19.015,357.7
2022-10-19,161.29,1927.4,0.4605,4.465,35.53,608.9,23.82,71.56,159.6,4961.0,263.0,66.25,85.28,6086.0,215.3,112.39,2.808,995.0,307.95,1496.5,13018.0,4204.5,5663.5,18.98,359.6
2022-10-20,160.75,1928.8,0.4655,4.465,36.17,612.2,23.84,70.86,160.9,5011.5,263.9,66.05,89.3,6167.0,217.2,116.98,2.8495,1003.2,310.85,1516.5,13084.0,4380.5,5943.0,19.17,362.1
2022-10-21,166.99,1976.0,0.4625,4.48,36.08,611.6,24.42,71.2,161.0,5164.0,271.1,65.85,94.32,6110.0,215.8,119.45,2.8655,1007.6,311.3,1550.0,13160.0,4433.0,6250.5,19.605,362.4
2022-10-24,165.47,1973.4,0.4615,4.585,36.37,613.9,24.5,72.98,163.2,5196.5,269.4,65.84,93.46,6216.0,215.75,118.8,2.9275,1006.8,313.6,1596.0,13152.0,4439.5,6213.0,19.645,372.0
2022-10-25,172.38,2020.2,0.4815,4.64,36.45,618.1,25.16,73.52,170.2,5315.0,280.4,66.96,96.28,6220.0,219.0,124.36,2.969,1036.8,332.4,1608.0,13470.0,4569.5,6308.0,20.77,382.7
2022-10-26,171.98,2008.0,0.482,4.59,37.32,619.5,25.1,74.32,168.0,5270.0,284.6,66.36,100.2,6168.0,219.05,124.43,2.969,1041.8,340.65,1596.5,13136.0,4613.5,6114.0,20.99,380.9
2022-10-27,172.47,2021.0,0.4795,4.82,38.34,621.0,25.56,74.3,173.7,5247.0,294.3,67.03,105.58,6330.0,222.75,126.61,3.0695,1078.0,343.85,1603.0,13266.0,4724.0,6116.5,21.03,382.6
2022-10-28,170.73,2021.8,0.48,4.785,37.98,618.1,25.52,74.14,173.0,5269.0,293.5,66.4,105.98,6274.0,224.5,126.97,3.0695,1106.2,341.8,1611.0,13548.0,4700.5,6030.5,21.535,384.9
2022-10-31,170.27,2109.0,0.487,4.755,37.46,614.0,25.36,74.8,175.8,5237.0,297.0,66.07,103.08,6320.0,225.8,126.72,3.088,1104.0,333.9,1595.0,13758.0,4695.5,6047.0,21.71,387.4
2022-11-01,169.92,2157.0,0.4895,4.76,38.64,607.8,26.08,73.58,175.6,5249.5,295.6,66.31,103.28,6313.0,226.7,127.05,3.045,1109.2,332.35,1600.5,13624.0,4700.0,6056.0,22.275,388.0
2022-11-02,167.72,2110.0,0.48,4.74,38.16,609.5,25.74,72.76,172.3,5170.0,283.2,65.04,100.62,6507.0,223.45,125.49,3.039,1102.4,333.7,1560.0,13404.0,4670.0,5900.5,21.635,383.0
2022-11-03,169.14,2119.0,0.464,4.66,38.01,607.8,25.64,72.46,170.0,5183.0,282.7,65.41,104.0,6628.0,222.3,125.75,3.029,1108.0,335.0,1604.0,13406.0,4687.0,5908.0,21.57,385.3
2022-11-07,169.85,2151.6,0.4715,4.69,38.39,613.6,26.24,61.1,175.2,5208.5,296.0,66.3,109.92,6598.0,227.7,132.0,3.1585,1140.8,356.7,1619.5,14070.0,4723.5,6178.5,22.29,393.4
2022-11-08,169.97,2127.6,0.4645,4.94,40.72,604.5,25.64,50.44,172.5,5165.0,307.5,65.93,109.12,6557.0,230.45,131.29,3.1655,1134.8,351.95,1611.5,13968.0,4697.5,6508.5,22.025,391.9
2022-11-09,167.1,2060.4,0.45,4.72,38.66,583.1,24.96,49.36,166.5,5027.5,314.0,65.4,104.26,6404.0,224.75,127.3,3.128,1105.0,348.6,1559.5,13720.0,4632.0,6434.5,21.3,386.5
2022-11-10,168.9,2111.6,0.459,4.765,39.04,596.0,25.58,48.7,168.9,5031.5,335.0,67.15,107.32,6507.0,228.35,136.68,3.1535,1124.0,358.25,1560.0,14044.0,4681.0,6715.0,21.725,388.3
2022-11-11,169.86,2122.2,0.4585,4.76,38.9,594.5,25.62,53.5,168.5,5005.0,333.7,68.61,107.0,6453.0,235.0,136.98,3.198,1113.0,356.95,1567.5,14764.0,4670.0,6733.0,21.885,385.1
2022-11-14,169.6,2132.4,0.4965,4.875,39.81,626.3,25.58,64.36,171.2,4974.5,333.8,68.59,106.98,6466.0,234.55,139.8,3.182,1118.0,350.85,1587.0,15456.0,4658.5,6682.0,22.075,384.4
2022-11-15,166.25,2071.6,0.4885,4.84,39.92,635.2,24.7,59.32,171.9,4888.0,323.7,66.31,103.94,6301.0,231.1,135.66,3.069,1084.6,338.4,1532.0,14984.0,4565.0,6482.0,21.275,375.5
2022-11-16,168.76,2114.2,0.4855,4.82,40.07,639.0,25.1,61.8,170.9,4945.5,332.9,67.77,107.12,6430.0,233.75,139.18,3.128,1109.0,342.5,1559.5,15224.0,4661.5,6634.0,21.7,383.2
2022-11-17,168.99,2097.8,0.48,4.9,40.8,626.7,25.06,63.48,170.8,5011.5,330.0,66.85,105.68,6500.0,232.6,137.57,3.136,1099.8,336.95,1552.5,14946.0,4621.0,6574.5,21.59,378.0
2022-11-18,168.79,2098.2,0.4755,4.875,40.6,624.6,25.16,63.96,170.2,4918.5,327.4,66.5,105.9,6432.0,230.45,136.89,3.115,1092.2,336.9,1544.5,14986.0,4623.0,6575.0,21.79,376.2
2022-11-21,168.13,2068.0,0.474,4.685,39.58,618.5,25.0,67.26,167.0,4856.0,321.1,65.73,104.32,6369.0,227.7,134.46,3.129,1075.4,331.85,1523.0,14654.0,4605.5,6428.0,21.355,368.8
2022-11-22,168.08,2083.8,0.475,4.725,39.64,629.1,25.06,69.28,168.9,4869.0,331.4,66.23,106.84,6377.0,228.15,135.65,3.163,1073.2,334.95,1513.0,14802.0,4618.0,6741.5,21.4,369.7
2022-11-23,169.15,2135.0,0.4795,4.725,40.0,625.6,25.24,71.44,169.0,4879.5,340.8,65.88,106.74,6365.0,232.85,136.59,3.232,1089.6,337.95,1533.0,14752.0,4679.0,7140.5,21.48,368.3
2022-11-24,168.96,2130.0,0.48,4.805,40.2,622.1,25.18,71.28,171.4,4893.0,345.2,65.76,106.16,6425.0,233.5,136.61,3.2425,1078.0,334.75,1560.5,14766.0,4664.0,7068.0,22.06,367.3
2022-11-25,169.03,2020.4,0.479,4.78,39.81,621.1,24.98,71.06,177.0,4849.0,342.2,65.28,105.4,6415.0,236.25,136.53,3.2685,1065.4,335.9,1546.5,14632.0,4669.0,7008.0,21.71,366.4
2022-11-28,168.1,1914.2,0.4825,4.705,38.49,616.5,24.96,71.16,173.2,4844.0,341.5,64.72,105.76,6429.0,234.15,135.53,3.2525,1037.8,333.2,1539.5,14570.0,4624.0,7150.5,21.7,367.6
2022-11-29,168.1,1986.2,0.488,4.74,38.3,612.0,25.0,70.38,172.8,4819.0,348.1,65.0,106.38,6470.0,236.95,136.37,3.2945,1039.8,335.9,1540.0,14464.0,4602.0,7237.0,21.83,367.8
2022-11-30,167.7,1996.6,0.504,4.69,38.0,613.5,25.02,70.38,170.8,4827.0,356.9,64.99,106.48,6443.0,236.4,136.78,3.287,1040.0,336.25,1548.5,14384.0,4614.5,7338.5,21.745,366.0
2022-12-01,166.98,1980.2,0.505,4.675,38.4,604.6,24.82,70.26,173.1,4777.0,377.1,64.66,106.62,6436.0,234.7,137.15,3.293,1055.4,335.9,1540.5,14650.0,4599.5,7525.0,21.785,363.9
2022-12-02,165.86,1971.2,0.5125,4.635,38.24,601.0,24.82,70.62,171.6,4667.0,375.1,64.16,105.44,6377.0,233.7,136.66,3.2915,1046.0,335.0,1538.0,14484.0,4577.5,7504.5,23.08,361.1
2022-12-05,165.03,1985.8,0.511,4.655,38.34,594.9,24.92,69.96,171.7,4587.0,379.3,64.7,105.7,6385.0,233.05,142.0,3.3035,1045.0,340.45,1534.0,14824.0,4619.0,7446.5,22.89,362.7
2022-12-06,164.3,1989.4,0.504,4.73,38.42,586.6,24.86,69.82,170.0,4475.5,375.1,64.61,106.56,6365.0,233.8,140.61,3.259,1035.0,336.0,1534.5,14718.0,4603.5,7382.0,22.61,361.7
2022-12-07,163.7,1976.4,0.4945,4.685,38.3,597.3,24.92,68.58,169.1,4492.5,378.0,64.66,105.8,6381.0,233.5,142.32,3.223,1036.0,335.1,1530.0,15038.0,4592.5,7452.5,22.57,361.6
2022-12-08,163.0,1958.4,0.494,4.61,38.11,584.5,24.76,68.7,167.9,4464.0,374.0,64.59,107.8,6401.0,233.15,139.92,3.239,1048.2,333.7,1531.0,14886.0,4578.0,7402.0,22.8,361.0
2022-12-09,162.75,1949.4,0.489,4.62,34.83,596.2,24.7,70.32,167.0,4446.0,374.3,61.52,106.44,6355.0,233.65,140.03,3.223,1042.6,336.15,1530.0,14940.0,4583.0,7420.5,22.51,364.5
2022-12-12,162.89,1921.8,0.512,4.545,33.51,593.4,24.76,69.8,166.6,4560.0,369.0,61.15,107.14,6380.0,231.1,139.48,3.2025,1040.8,335.2,1522.5,14760.0,4583.5,7418.0,22.465,360.1
2022-12-13,162.4,1899.2,0.5125,4.5,33.79,591.8,24.6,69.7,167.7,4529.5,378.6,61.27,107.38,6379.0,229.85,138.13,3.1985,1035.0,337.4,1525.0,14924.0,4577.5,7638.5,22.565,358.4
2022-12-14,160.74,1851.0,0.505,4.4,33.94,588.6,24.44,69.4,165.5,4454.5,375.4,60.8,108.84,6352.0,226.4,137.3,3.087,1029.0,333.5,1543.5,14718.0,4590.5,7738.0,22.365,356.8
2022-12-15,160.31,1849.6,0.5045,4.265,33.44,607.9,24.08,69.86,161.7,4382.5,361.1,60.41,107.1,6260.0,221.15,134.55,3.0745,1006.8,328.0,1522.5,14280.0,4521.0,7463.0,21.905,351.8
2022-12-16,160.24,1836.4,0.525,4.3,35.13,605.9,24.24,69.84,161.6,4386.5,358.7,60.9,108.36,6082.0,226.9,135.45,3.1185,1016.0,330.9,1533.0,14498.0,4580.0,7525.5,21.84,354.4
2022-12-19,157.61,1768.8,0.516,4.29,34.61,581.1,23.94,69.64,158.9,4260.0,357.1,59.89,111.34,5959.0,223.7,134.64,3.0825,1010.6,333.0,1538.5,14652.0,4625.0,7503.5,21.54,348.5
2022-12-20,158.94,1842.0,0.517,4.44,33.9,597.4,24.12,69.3,162.8,4326.0,377.1,60.16,114.46,6100.0,227.45,138.28,3.15,1053.4,344.15,1564.0,14816.0,4076.0,7803.0,22.38,354.6
2022-12-21,157.59,1833.8,0.5335,4.325,33.54,598.3,24.06,69.18,161.2,4288.5,379.2,59.49,114.64,6181.0,224.5,137.75,3.149,1061.0,345.2,1554.5,14870.0,4040.5,7853.0,22.57,351.1
2022-12-22,157.95,1847.0,0.5365,4.395,32.52,601.4,24.18,69.22,162.7,4347.0,372.7,59.22,113.76,6309.0,227.0,137.69,3.1865,1049.0,344.7,1592.0,14958.0,4027.5,7760.5,22.41,350.5
2022-12-23,160.89,1821.2,0.5385,4.315,32.36,597.8,24.22,69.22,164.5,4315.5,374.3,59.2,114.62,6204.0,227.0,137.94,3.175,1048.0,343.3,1580.0,14904.0,4010.5,7823.5,21.99,349.4
2022-12-26,162.12,1811.4,0.539,4.32,33.6,602.8,24.46,68.72,162.9,4442.0,377.2,59.31,115.3,6278.0,228.9,140.95,3.2,1052.4,352.4,1548.0,15050.0,4010.0,7809.0,22.075,350.8
2022-12-27,164.07,1834.0,0.55,4.505,34.28,597.4,24.32,68.4,162.3,4425.5,378.4,59.11,115.94,6364.0,229.8,139.9,3.24,1052.0,355.45,1539.5,15282.0,4028.5,7862.0,22.05,348.9
2022-12-28,161.82,1815.8,0.555,4.405,33.95,602.1,24.18,68.66,160.1,4414.5,371.9,58.22,115.56,6332.0,231.9,139.51,3.3025,1051.2,355.1,1520.0,15140.0,4015.5,7770.0,21.55,346.8
2022-12-29,162.91,1819.6,0.5575,4.385,33.68,603.2,24.56,67.16,161.2,4407.5,374.3,58.99,115.24,6386.0,234.75,140.96,3.4245,1064.2,359.6,1522.5,15242.0,4022.0,7734.0,21.785,349.0
2022-12-30,162.56,1817.8,0.5585,4.5,33.68,602.5,24.6,69.76,160.7,4340.5,371.2,58.82,117.76,6390.0,236.4,141.15,3.3945,1078.4,365.4,1500.5,15300.0,4069.5,7692.0,21.645,348.5
2023-01-03,163.52,1832.0,0.5615,4.555,34.23,604.2,24.64,69.22,166.2,4360.5,378.0,59.35,114.36,6520.0,235.35,141.78,3.4295,1072.6,368.05,1513.0,15520.0,4123.5,7903.0,21.905,351.6
2023-01-04,162.51,1867.0,0.5695,4.56,34.09,607.0,25.04,69.08,173.5,4369.0,382.8,59.28,112.34,6527.0,236.5,141.43,3.421,1060.8,365.8,1515.0,15574.0,4116.0,8014.5,21.8,350.8
2023-01-05,161.2,1855.4,0.574,4.58,33.87,604.9,25.6,69.04,169.7,4325.5,375.9,58.89,112.06,6518.0,236.15,141.27,3.4335,1053.0,367.5,1502.0,15340.0,4087.0,7875.5,21.725,349.4
2023-01-06,162.1,1850.4,0.575,4.575,33.91,602.4,25.46,69.46,167.0,4319.5,378.4,58.83,111.34,6487.0,236.5,141.4,3.5035,1052.6,367.3,1498.0,15438.0,4089.0,7905.0,21.685,350.6
2023-01-09,162.71,1866.8,0.581,4.585,34.92,600.1,26.08,68.94,170.5,4330.0,378.3,59.16,110.4,6382.0,237.7,142.4,3.565,1051.8,367.95,1497.0,15370.0,4110.0,7845.0,21.62,346.7
2023-01-10,162.1,1870.0,0.5835,4.66,35.15,599.7,26.72,68.6,169.9,4372.5,377.9,59.81,109.22,6326.0,237.3,142.81,3.473,1039.6,366.75,1489.5,15324.0,4079.0,7876.0,21.47,345.7
2023-01-11,165.83,1909.0,0.623,4.695,34.09,604.7,27.68,68.74,171.0,4458.0,377.9,60.75,112.1,6372.0,240.0,149.96,3.521,1044.2,347.35,1519.0,15410.0,4090.5,7881.5,21.805,346.0
2023-01-12,164.17,1897.8,0.6255,4.71,33.79,602.9,27.52,68.78,171.3,4638.0,387.3,60.1,111.5,6360.0,239.0,149.3,3.4885,1040.0,346.85,1505.0,15440.0,4078.5,7934.0,21.675,345.5
2023-01-13,164.56,1912.0,0.613,4.71,33.8,600.6,27.68,68.86,170.9,4620.0,403.0,60.09,112.16,6363.0,239.2,151.69,3.4855,1042.0,346.05,1527.0,15334.0,4074.0,8068.0,21.73,345.4
2023-01-16,165.8,1953.8,0.621,4.835,33.94,616.3,28.78,68.74,175.6,4674.0,407.3,62.52,114.3,6422.0,242.2,153.71,3.512,1050.6,345.8,1557.0,15488.0,4052.0,8228.0,22.355,345.7
2023-01-17,162.33,1889.6,0.6155,5.28,34.63,607.2,27.44,68.58,177.8,4628.0,400.3,61.79,111.38,6373.0,238.7,150.45,3.4405,1042.0,341.35,1525.0,15294.0,4025.0,8129.0,22.04,341.8
2023-01-18,162.18,1906.6,0.6095,5.22,34.7,612.3,27.56,68.18,177.7,4575.5,410.7,61.68,111.54,6376.0,237.6,151.47,3.4605,1031.8,344.15,1512.0,15316.0,4021.0,8155.0,22.065,339.0
2023-01-19,160.53,1882.4,0.5965,5.095,34.04,606.8,27.48,67.6,174.0,4504.5,406.5,60.3,111.5,6358.0,237.0,149.34,3.4135,1014.8,339.8,1512.0,15200.0,3981.0,8164.5,21.775,335.2
2023-01-20,158.85,1904.8,0.5955,5.09,34.01,604.2,27.8,67.66,172.7,4575.5,409.4,60.16,111.98,6322.0,239.9,151.38,3.4225,1027.6,336.55,1510.0,15154.0,3944.0,8174.5,21.73,333.7
2023-01-23,160.06,1945.0,0.6045,5.21,34.13,605.9,27.8,67.7,179.3,4634.5,418.7,61.54,112.02,6400.0,239.85,153.5,3.4295,1024.6,340.05,1534.0,14980.0,3972.5,8224.0,21.945,334.7
2023-01-24,157.88,1919.8,0.621,5.245,34.06,609.3,27.34,67.72,177.5,4586.5,425.4,60.7,111.26,6398.0,239.0,152.66,3.408,1020.2,336.75,1513.0,14776.0,3942.5,8435.0,21.695,333.7
2023-01-25,158.99,1914.8,0.615,5.16,33.92,615.2,27.42,67.72,175.8,4597.0,451.9,60.87,111.64,6420.0,240.5,152.81,3.4295,1018.2,338.2,1506.0,14882.0,3923.5,8569.5,21.685,334.4
2023-01-26,157.58,1902.8,0.614,5.17,33.89,612.6,27.3,67.68,174.0,4602.0,483.5,60.44,112.36,6392.0,240.0,152.4,3.476,1017.6,335.0,1503.5,14800.0,3911.0,8766.0,21.71,333.3
2023-01-27,159.08,1912.0,0.611,5.225,33.85,610.7,27.7,68.58,175.8,4609.0,467.1,60.78,113.76,6416.0,242.15,153.2,3.5085,1022.6,336.95,1503.5,15032.0,3917.0,8768.0,23.285,333.0
2023-01-30,158.41,1934.0,0.621,5.3,33.6,609.7,27.86,68.5,175.1,4653.5,475.9,61.55,115.16,6459.0,244.9,153.38,3.492,1022.4,337.65,1504.5,15150.0,3947.5,9252.5,23.16,332.7
2023-01-31,158.1,2047.2,0.637,5.36,33.91,619.1,28.0,69.26,177.7,4665.0,476.0,62.0,116.8,6465.0,249.65,158.07,3.4985,1029.8,340.75,1505.5,15144.0,3955.0,9478.0,23.17,328.8
2023-02-01,158.12,2088.0,0.669,5.43,34.07,622.3,28.01,69.5,180.5,4647.0,493.8,61.73,118.96,6600.0,251.75,158.29,3.5035,1026.6,343.0,1507.0,15258.0,3955.5,9720.0,22.91,328.5
2023-02-02,158.1,2075.0,0.6645,5.45,34.06,619.6,28.24,70.32,182.3,4694.0,513.3,61.62,120.22,6604.0,256.1,159.45,3.5075,1027.8,342.1,1505.5,15164.0,3918.5,9449.0,23.18,326.6
2023-02-03,160.87,2055.8,0.6555,5.375,34.29,617.0,27.85,70.0,180.4,4665.0,507.5,61.72,120.28,6664.0,255.2,161.26,3.4965,1030.2,341.85,1505.0,14990.0,3907.5,9248.0,23.125,323.9
2023-02-06,160.14,2094.6,0.6905,5.415,34.16,625.9,28.27,69.52,182.3,4720.0,515.5,62.55,123.44,6896.0,259.2,167.09,3.5095,1098.0,347.1,1539.5,14942.0,3941.0,9342.0,23.41,325.5
2023-02-07,159.87,2076.6,0.6845,5.415,34.09,623.0,28.67,69.28,181.6,4757.0,514.4,62.34,121.84,6873.0,261.05,165.39,3.5065,1089.0,355.25,1537.5,14960.0,3968.0,9111.5,23.615,323.8
2023-02-08,158.18,2060.2,0.6975,5.475,33.94,626.0,29.43,68.46,185.3,4698.0,520.6,61.99,119.3,6745.0,260.7,164.15,3.489,1074.0,349.85,1516.0,14852.0,3930.5,9218.5,23.115,324.2
2023-02-09,159.19,2040.4,0.7295,5.63,33.8,622.9,29.4,68.3,187.8,4696.0,515.9,61.78,122.5,6825.0,256.85,165.31,3.479,1072.0,350.2,1524.0,14918.0,3914.0,9139.5,23.095,324.4
2023-02-10,158.68,2060.8,0.723,5.61,33.91,630.4,28.82,68.18,187.0,4683.5,513.7,61.82,125.0,6842.0,257.65,165.52,3.4785,1083.6,351.0,1540.0,14840.0,3921.5,9123.5,23.105,323.5
2023-02-13,158.01,2065.2,0.715,5.645,34.09,632.9,28.32,67.98,187.5,4689.0,514.9,61.73,126.7,6780.0,259.2,164.32,3.501,1073.0,349.4,1543.5,14892.0,3928.5,9080.0,23.135,325.3
2023-02-14,156.52,2028.6,0.703,5.45,33.34,622.3,27.77,68.26,181.5,4621.0,500.5,60.39,122.94,6676.0,252.55,161.86,3.4185,1058.4,344.2,1526.0,14760.0,3914.5,8931.5,22.64,326.4
2023-02-15,153.09,1969.2,0.658,5.1,32.28,601.9,26.65,68.0,173.8,4432.5,465.8,58.88,117.6,6407.0,244.2,156.25,3.315,1026.2,339.6,1452.0,14500.0,3829.0,8375.0,21.665,313.8
2023-02-16,153.56,1976.4,0.698,5.165,32.48,602.2,27.43,68.28,172.6,4430.0,475.0,58.94,118.0,6409.0,247.35,158.22,3.307,1030.8,342.55,1417.5,14398.0,3830.0,8427.0,21.55,315.6
2023-02-17,153.62,1971.0,0.6905,5.22,32.55,602.5,27.54,68.24,172.3,4447.5,473.2,59.39,117.44,6393.0,249.4,159.73,3.329,1031.4,345.1,1415.5,14478.0,3840.0,8667.0,21.6,316.6
2023-02-20,153.24,1958.0,0.677,5.21,32.76,597.3,27.4,67.78,173.6,4481.5,470.0,59.05,117.86,6379.0,246.7,160.09,3.3015,1033.2,347.1,1411.5,14540.0,3905.0,8922.5,22.19,314.1
2023-02-21,154.97,1993.8,0.6955,5.39,33.1,619.4,27.78,68.94,175.6,4566.0,487.8,59.88,121.78,6527.0,251.0,164.15,3.372,1045.0,352.65,1464.0,14710.0,3914.5,8963.5,22.38,315.8
2023-02-22,155.31,1980.4,0.6965,5.485,33.25,615.3,27.97,69.7,175.3,4549.5,480.5,59.95,120.94,6673.0,250.8,163.37,3.364,1045.0,353.75,1456.5,14474.0,3909.5,8743.0,22.27,313.4
2023-02-24,154.22,1986.6,0.7075,5.425,33.39,617.6,28.16,69.64,175.9,4559.5,480.8,59.39,120.0,6675.0,251.15,164.3,3.365,1042.6,352.45,1462.0,14390.0,3901.0,8788.0,22.095,312.6
2023-02-27,156.34,2007.4,0.7155,5.495,33.68,616.8,28.32,69.6,179.5,4643.0,489.0,60.22,124.06,6732.0,254.1,169.95,3.422,1066.6,357.75,1464.0,14578.0,3903.0,8878.0,22.48,316.1
2023-02-28,157.66,2015.0,0.7065,5.555,33.84,622.0,28.2,69.92,179.1,4594.0,499.4,60.52,125.2,6763.0,260.15,169.82,3.4215,1065.0,358.4,1466.0,14498.0,3990.0,8788.5,22.73,328.3
2023-03-01,164.5,2033.8,0.707,5.61,33.75,628.6,28.35,69.64,182.2,4567.0,510.1,61.35,127.98,6895.0,259.1,170.53,3.447,1073.4,361.4,1467.5,14734.0,4056.0,8939.0,22.9,334.8
2023-03-02,160.9,1970.8,0.6985,5.46,33.35,614.7,28.0,69.6,179.3,4524.0,498.0,60.45,126.14,6720.0,254.55,168.05,3.3985,1056.6,355.05,1454.5,14510.0,4004.0,8836.0,22.33,330.2
2023-03-03,162.27,1984.2,0.702,5.525,33.72,622.4,28.16,69.54,179.9,4546.5,506.8,62.18,128.32,7090.0,259.65,171.16,3.441,1072.2,358.8,1469.5,14562.0,4030.5,8956.0,22.525,334.9
2023-03-06,163.35,1973.0,0.702,5.635,34.05,622.1,28.58,69.68,181.4,4559.0,510.3,61.88,126.96,7163.0,258.4,171.84,3.437,1077.0,365.35,1489.0,14560.0,4111.5,9003.5,22.73,337.6
2023-03-07,162.57,1961.8,0.6975,5.755,34.72,624.0,28.45,69.68,184.0,4553.0,506.8,61.6,126.38,7132.0,257.65,174.01,3.4155,1074.4,364.3,1507.5,14676.0,4125.0,8919.5,22.62,336.0
2023-03-09,161.21,1942.0,0.71,6.04,34.96,628.0,28.55,69.24,182.1,4551.5,507.9,61.5,126.46,7093.0,257.15,172.55,3.4005,1073.4,364.0,1505.5,14586.0,4105.0,8892.5,22.5,335.2
2023-03-10,160.04,1917.0,0.701,6.1,34.58,621.0,28.27,69.3,181.8,4524.0,508.2,61.55,126.64,7041.0,257.7,172.53,3.378,1064.0,365.9,1497.5,14576.0,4085.0,8976.0,22.3,333.3
2023-03-13,159.03,1907.4,0.717,6.325,35.1,618.3,28.08,68.68,182.9,4527.5,544.6,61.05,124.92,7032.0,256.65,172.15,3.3625,1061.8,363.5,1501.5,14554.0,4066.0,9395.0,22.22,334.7
2023-03-14,161.0,1901.2,0.7055,6.245,34.88,619.7,28.25,69.42,182.7,4539.5,550.0,61.35,125.7,7015.0,255.9,175.71,3.3745,1059.2,364.55,1500.0,14556.0,4063.0,9239.5,22.28,339.0
2023-03-15,159.68,1864.2,0.702,6.095,35.23,614.6,28.15,76.7,180.5,4500.0,549.4,60.69,123.82,7071.0,249.95,175.3,3.3485,1048.4,357.95,1463.0,14464.0,4022.0,9268.5,22.075,337.6
2023-03-16,159.71,1851.0,0.702,5.97,34.93,616.5,28.26,73.2,179.8,4492.0,534.8,60.4,124.14,7098.0,247.9,175.45,3.353,1064.0,359.2,1440.0,14442.0,4084.0,9220.0,22.215,336.3
2023-03-17,163.29,1898.0,0.707,6.195,35.28,626.2,28.45,71.48,178.9,4504.0,546.5,60.8,125.1,7059.0,248.1,193.59,3.412,1074.6,365.2,1452.0,14560.0,4111.5,9412.0,22.5,347.8
2023-03-20,175.7,1910.0,0.7125,6.27,36.37,630.5,29.66,71.52,181.8,4562.5,551.5,63.12,127.58,7206.0,251.8,203.73,3.5825,1122.2,377.4,1470.5,15044.0,4228.5,9419.5,23.275,355.0
2023-03-21,170.55,1887.6,0.7165,6.19,36.5,641.8,29.25,72.72,179.9,4518.0,540.7,64.24,126.08,7250.0,255.25,203.32,3.54,1126.2,371.8,1442.5,14864.0,4216.5,9310.0,23.005,350.8
2023-03-22,168.72,1887.8,0.715,6.21,36.17,640.2,28.94,72.74,179.9,4510.0,557.5,63.79,125.1,7282.0,254.4,202.89,3.553,1128.8,375.5,1418.5,14970.0,4192.5,9488.0,22.965,350.4
2023-03-23,168.84,1902.0,0.7215,6.175,37.13,647.0,29.3,72.54,178.8,4491.0,555.5,63.79,126.2,7277.0,254.4,202.58,3.559,1138.4,374.45,1410.0,14932.0,4177.5,9488.0,23.08,344.6
2023-03-24,169.03,1886.4,0.731,6.31,37.08,642.3,29.61,71.5,178.3,4495.0,556.6,63.54,126.5,7375.0,252.75,203.57,3.5875,1141.8,377.25,1400.0,15080.0,4206.5,9475.0,23.06,349.3
2023-03-27,172.33,1919.6,0.7255,6.5,37.75,656.9,32.92,71.5,189.4,4516.0,557.0,65.44,128.18,7442.0,256.85,211.84,3.6185,1172.0,383.25,1406.0,15184.0,4322.0,9408.5,23.76,363.4
2023-03-28,171.07,1929.6,0.7185,6.65,37.38,649.1,32.36,71.28,188.0,4512.5,564.2,64.87,127.54,7416.0,257.6,214.03,3.63,1160.0,381.5,1397.5,15186.0,4320.0,9449.0,23.645,367.1
2023-03-29,170.95,1919.6,0.7115,6.605,37.73,659.5,32.27,71.46,190.6,4527.5,558.9,64.56,131.84,7413.0,257.95,217.99,3.747,1156.6,385.45,1420.0,15084.0,4342.0,9427.5,23.775,367.8
2023-03-30,171.71,1917.4,0.7165,6.575,37.59,664.1,32.74,71.16,195.3,4583.0,565.5,66.51,130.6,7419.0,259.3,216.87,3.7405,1153.6,386.15,1433.5,15024.0,4382.5,9454.0,23.88,375.2
2023-03-31,169.83,1901.6,0.712,6.53,37.05,654.7,31.65,70.96,191.8,4610.0,562.9,65.99,130.44,7504.0,257.85,216.6,3.705,1155.2,380.9,1429.0,15010.0,4352.5,9441.5,23.52,373.7
2023-04-03,170.38,1913.0,0.716,6.72,37.5,662.5,32.03,71.0,190.3,4582.0,565.2,66.78,133.04,7294.0,258.0,216.09,3.7775,1167.4,390.9,1425.0,15084.0,4473.5,9600.0,24.055,386.8
